cod_universidad,des_universidad,anio,des_capitulo,des_articulo,des_concepto,des_subconcepto,des_partida,des_seccion,des_servicio,des_unidad_de_coste,des_organica_libre_1,des_organica_libre_2,fecha_referencia,credito_inicial,modificaciones,credito_total,derechos_reconocidos_netos,recaudacion_neta
010,Universidad-Complutense-de-Madrid,2022,INGRESOS-PATRIMONIALES,RENTAS-DE-BIENES-INMUEBLES,ALQUILER-Y-PRODUCTOS-DE-INMUEBLES,ALQUILER-DE-AULAS-Y-SALONES-DE-ACTOS,Alquiler-de-Aulas-y-Salones-de-Actos,VR-CENTROS-Y-DEP.,FACULTADES,F-CC-QUIMICAS,no-informado,no-informado,2022-01-01T00:00Z,41000,0,41000,0,0
010,Universidad-Complutense-de-Madrid,2022,INGRESOS-PATRIMONIALES,RENTAS-DE-BIENES-INMUEBLES,ALQUILER-Y-PRODUCTOS-DE-INMUEBLES,ALQUILER-DE-AULAS-Y-SALONES-DE-ACTOS,Alquiler-de-Aulas-y-Salones-de-Actos,VR-CENTROS-Y-DEP.,FACULTADES,F-CC-FISICAS,no-informado,no-informado,2022-01-01T00:00Z,2000,0,2000,0,0
010,Universidad-Complutense-de-Madrid,2022,INGRESOS-PATRIMONIALES,RENTAS-DE-BIENES-INMUEBLES,ALQUILER-Y-PRODUCTOS-DE-INMUEBLES,ALQUILER-DE-AULAS-Y-SALONES-DE-ACTOS,Alquiler-de-Aulas-y-Salones-de-Actos,VR-CENTROS-Y-DEP.,FACULTADES,F-CC-MATEMATICAS,no-informado,no-informado,2022-01-01T00:00Z,6050,0,6050,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,OTROS-INGRESOS-PROCEDENTES-DE-PRESTACION-SERVICIOS,OTROS-INGRESOS-POR-PRESTACION-DE-SERVICIOS,OTROS-INGRESOS-POR-PRESTACION-DE-SERVICIIOS,Otros-Ingresos-por-Prestacion-de-Serviciios,VR-CENTROS-Y-DEP.,FACULTADES,F-CC-BIOLOGICAS,no-informado,no-informado,2022-01-01T00:00Z,3872,0,3872,0,0
010,Universidad-Complutense-de-Madrid,2022,INGRESOS-PATRIMONIALES,RENTAS-DE-BIENES-INMUEBLES,ALQUILER-Y-PRODUCTOS-DE-INMUEBLES,ALQUILER-DE-AULAS-Y-SALONES-DE-ACTOS,Alquiler-de-Aulas-y-Salones-de-Actos,VR-CENTROS-Y-DEP.,FACULTADES,F-CC-BIOLOGICAS,no-informado,no-informado,2022-01-01T00:00Z,10000,0,10000,0,0
010,Universidad-Complutense-de-Madrid,2022,INGRESOS-PATRIMONIALES,RENTAS-DE-BIENES-INMUEBLES,ALQUILER-Y-PRODUCTOS-DE-INMUEBLES,ALQUILER-OTROS-PRODUCTOS-DE-INMUEBLES,Alquiler-Otros-Productos-de-Inmuebles,VR-CENTROS-Y-DEP.,FACULTADES,F-CC-BIOLOGICAS,no-informado,no-informado,2022-01-01T00:00Z,265,0,265,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,TASAS,OTRAS-TASAS,LEGALIZACION-Y-ENVIO-DE-DOCUMENTOS,Legalizacion-y-envio-de-documentos,VR-CENTROS-Y-DEP.,FACULTADES,F-CC-GEOLOGICAS,no-informado,no-informado,2022-01-01T00:00Z,0,0,0,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,VENTA-DE-BIENES,VENTA-DE-PUBLICACIONES-PROPIAS,VENTA-DE-PUBLICACIONES-UCM,Venta-de-Publicaciones-UCM,VR-CENTROS-Y-DEP.,FACULTADES,F-CC-GEOLOGICAS,no-informado,no-informado,2022-01-01T00:00Z,300,0,300,0,0
010,Universidad-Complutense-de-Madrid,2022,INGRESOS-PATRIMONIALES,RENTAS-DE-BIENES-INMUEBLES,ALQUILER-Y-PRODUCTOS-DE-INMUEBLES,ALQUILER-DE-AULAS-Y-SALONES-DE-ACTOS,Alquiler-de-Aulas-y-Salones-de-Actos,VR-CENTROS-Y-DEP.,FACULTADES,F-CC-GEOLOGICAS,no-informado,no-informado,2022-01-01T00:00Z,1000,0,1000,0,0
010,Universidad-Complutense-de-Madrid,2022,INGRESOS-PATRIMONIALES,RENTAS-DE-BIENES-INMUEBLES,ALQUILER-Y-PRODUCTOS-DE-INMUEBLES,ALQUILER-DE-AULAS-Y-SALONES-DE-ACTOS,Alquiler-de-Aulas-y-Salones-de-Actos,VR-CENTROS-Y-DEP.,FACULTADES,F-INFORMATICA,no-informado,no-informado,2022-01-01T00:00Z,30000,0,30000,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-EMPRESAS-PRIVADAS,DE-EMPRESAS-PRIVADAS,PATROCINIOS,Patrocinios,VR-CENTROS-Y-DEP.,FACULTADES,F-MEDICINA,no-informado,no-informado,2022-01-01T00:00Z,145000,0,145000,0,0
010,Universidad-Complutense-de-Madrid,2022,INGRESOS-PATRIMONIALES,RENTAS-DE-BIENES-INMUEBLES,ALQUILER-Y-PRODUCTOS-DE-INMUEBLES,ALQUILER-DE-AULAS-Y-SALONES-DE-ACTOS,Alquiler-de-Aulas-y-Salones-de-Actos,VR-CENTROS-Y-DEP.,FACULTADES,F-MEDICINA,no-informado,no-informado,2022-01-01T00:00Z,154579.33,0,154579.33,0,0
010,Universidad-Complutense-de-Madrid,2022,INGRESOS-PATRIMONIALES,RENTAS-DE-BIENES-INMUEBLES,ALQUILER-Y-PRODUCTOS-DE-INMUEBLES,ALQUILER-DE-AULAS-Y-SALONES-DE-ACTOS,Alquiler-de-Aulas-y-Salones-de-Actos,VR-CENTROS-Y-DEP.,FACULTADES,F-FARMACIA,no-informado,no-informado,2022-01-01T00:00Z,82876.55,0,82876.55,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,OTROS-INGRESOS,INGRESOS-DIVERSOS,OTROS-INGRESOS-DIVERSOS,Otros-Ingresos-Diversos,VR-CENTROS-Y-DEP.,FACULTADES,F-VETERINARIA,no-informado,no-informado,2022-01-01T00:00Z,5000,0,5000,0,0
010,Universidad-Complutense-de-Madrid,2022,INGRESOS-PATRIMONIALES,RENTAS-DE-BIENES-INMUEBLES,ALQUILER-Y-PRODUCTOS-DE-INMUEBLES,ALQUILER-DE-AULAS-Y-SALONES-DE-ACTOS,Alquiler-de-Aulas-y-Salones-de-Actos,VR-CENTROS-Y-DEP.,FACULTADES,F-VETERINARIA,no-informado,no-informado,2022-01-01T00:00Z,5000,0,5000,0,0
010,Universidad-Complutense-de-Madrid,2022,INGRESOS-PATRIMONIALES,RENTAS-DE-BIENES-INMUEBLES,ALQUILER-Y-PRODUCTOS-DE-INMUEBLES,ALQUILER-DE-AULAS-Y-SALONES-DE-ACTOS,Alquiler-de-Aulas-y-Salones-de-Actos,VR-CENTROS-Y-DEP.,FACULTADES,F-ODONTOLOGIA,no-informado,no-informado,2022-01-01T00:00Z,95810.13,0,95810.13,0,0
010,Universidad-Complutense-de-Madrid,2022,INGRESOS-PATRIMONIALES,RENTAS-DE-BIENES-INMUEBLES,ALQUILER-Y-PRODUCTOS-DE-INMUEBLES,ALQUILER-DE-AULAS-Y-SALONES-DE-ACTOS,Alquiler-de-Aulas-y-Salones-de-Actos,VR-CENTROS-Y-DEP.,FACULTADES,F-DERECHO,no-informado,no-informado,2022-01-01T00:00Z,300000,0,300000,0,0
010,Universidad-Complutense-de-Madrid,2022,INGRESOS-PATRIMONIALES,RENTAS-DE-BIENES-INMUEBLES,ALQUILER-Y-PRODUCTOS-DE-INMUEBLES,ALQUILER-DE-AULAS-Y-SALONES-DE-ACTOS,Alquiler-de-Aulas-y-Salones-de-Actos,VR-CENTROS-Y-DEP.,FACULTADES,F-CC-POLITICAS,no-informado,no-informado,2022-01-01T00:00Z,12000,0,12000,0,0
010,Universidad-Complutense-de-Madrid,2022,INGRESOS-PATRIMONIALES,RENTAS-DE-BIENES-INMUEBLES,ALQUILER-Y-PRODUCTOS-DE-INMUEBLES,ALQUILER-DE-AULAS-Y-SALONES-DE-ACTOS,Alquiler-de-Aulas-y-Salones-de-Actos,VR-CENTROS-Y-DEP.,FACULTADES,F-CC-ECONOMICAS,no-informado,no-informado,2022-01-01T00:00Z,60000,0,60000,0,0
010,Universidad-Complutense-de-Madrid,2022,INGRESOS-PATRIMONIALES,RENTAS-DE-BIENES-INMUEBLES,ALQUILER-Y-PRODUCTOS-DE-INMUEBLES,ALQUILER-DE-AULAS-Y-SALONES-DE-ACTOS,Alquiler-de-Aulas-y-Salones-de-Actos,VR-CENTROS-Y-DEP.,FACULTADES,F-CC-INFORMACION,no-informado,no-informado,2022-01-01T00:00Z,30000,0,30000,0,0
010,Universidad-Complutense-de-Madrid,2022,INGRESOS-PATRIMONIALES,RENTAS-DE-BIENES-INMUEBLES,ALQUILER-Y-PRODUCTOS-DE-INMUEBLES,ALQUILER-DE-AULAS-Y-SALONES-DE-ACTOS,Alquiler-de-Aulas-y-Salones-de-Actos,VR-CENTROS-Y-DEP.,FACULTADES,F-CC-DOCUMENTACION,no-informado,no-informado,2022-01-01T00:00Z,3887.56,0,3887.56,0,0
010,Universidad-Complutense-de-Madrid,2022,INGRESOS-PATRIMONIALES,RENTAS-DE-BIENES-INMUEBLES,ALQUILER-Y-PRODUCTOS-DE-INMUEBLES,ALQUILER-DE-AULAS-Y-SALONES-DE-ACTOS,Alquiler-de-Aulas-y-Salones-de-Actos,VR-CENTROS-Y-DEP.,FACULTADES,F-BELLAS-ARTES,no-informado,no-informado,2022-01-01T00:00Z,20000,0,20000,0,0
010,Universidad-Complutense-de-Madrid,2022,INGRESOS-PATRIMONIALES,RENTAS-DE-BIENES-INMUEBLES,ALQUILER-Y-PRODUCTOS-DE-INMUEBLES,ALQUILER-DE-AULAS-Y-SALONES-DE-ACTOS,Alquiler-de-Aulas-y-Salones-de-Actos,VR-CENTROS-Y-DEP.,FACULTADES,F-COMERCIO-Y-TURISM,no-informado,no-informado,2022-01-01T00:00Z,32318.7,0,32318.7,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,OTROS-INGRESOS,INDEMNIZACIONES-Y-COSTAS-PROCESALES,INDEMNIZACIONES-DE-ASEGURADORAS-POR-SINIESTROS,Indemnizaciones-de-Aseguradoras-por-siniestros,VR-CENTROS-Y-DEP.,FACULTADES,F-OPTICA-Y-OPTOMETR,no-informado,no-informado,2022-01-01T00:00Z,0,0,0,0,0
010,Universidad-Complutense-de-Madrid,2022,INGRESOS-PATRIMONIALES,RENTAS-DE-BIENES-INMUEBLES,ALQUILER-Y-PRODUCTOS-DE-INMUEBLES,ALQUILER-DE-AULAS-Y-SALONES-DE-ACTOS,Alquiler-de-Aulas-y-Salones-de-Actos,VR-CENTROS-Y-DEP.,FACULTADES,F-OPTICA-Y-OPTOMETR,no-informado,no-informado,2022-01-01T00:00Z,8000,0,8000,0,0
010,Universidad-Complutense-de-Madrid,2022,INGRESOS-PATRIMONIALES,RENTAS-DE-BIENES-INMUEBLES,ALQUILER-Y-PRODUCTOS-DE-INMUEBLES,ALQUILER-DE-AULAS-Y-SALONES-DE-ACTOS,Alquiler-de-Aulas-y-Salones-de-Actos,VR-CENTROS-Y-DEP.,FACULTADES,F-ESTUD-ESTADISTIC,no-informado,no-informado,2022-01-01T00:00Z,19000,0,19000,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-EMPRESAS-PRIVADAS,DE-EMPRESAS-PRIVADAS,OTRAS-TRANSFERENCIAS-DE-EMPRESAS-PRIVADAS,Otras-Transferencias-devEmpresas-Privadas,VR-CENTROS-Y-DEP.,ESCUELAS-ESP-PROFES,E-RELACIONES-LABORA,no-informado,no-informado,2022-01-01T00:00Z,5000,0,5000,0,0
010,Universidad-Complutense-de-Madrid,2022,INGRESOS-PATRIMONIALES,RENTAS-DE-BIENES-INMUEBLES,ALQUILER-Y-PRODUCTOS-DE-INMUEBLES,ALQUILER-DE-AULAS-Y-SALONES-DE-ACTOS,Alquiler-de-Aulas-y-Salones-de-Actos,VR-CENTROS-Y-DEP.,ESCUELAS-ESP-PROFES,E-RELACIONES-LABORA,no-informado,no-informado,2022-01-01T00:00Z,4800,0,4800,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS,OTROS-PRECIOS-PUBLICOS,SERVICIOS-CONSULTAS-DE-CLINICAS,Servicios-Consultas-de-Clinicas,VR-CENTROS-Y-DEP.,HOSP-Y-UDES-ASISTE,CLIN-PODOLOGIA,no-informado,no-informado,2022-01-01T00:00Z,313169.97,0,313169.97,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,OTROS-INGRESOS,INDEMNIZACIONES-Y-COSTAS-PROCESALES,INDEMNIZACIONES-DE-ASEGURADORAS-POR-SINIESTROS,Indemnizaciones-de-Aseguradoras-por-siniestros,VR-CENTROS-Y-DEP.,HOSP-Y-UDES-ASISTE,CLIN-PODOLOGIA,no-informado,no-informado,2022-01-01T00:00Z,0,0,0,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS,OTROS-PRECIOS-PUBLICOS,SERVICIOS-CONSULTAS-DE-CLINICAS,Servicios-Consultas-de-Clinicas,VR-CENTROS-Y-DEP.,HOSP-Y-UDES-ASISTE,HOSP-CLIN-VETERINA,no-informado,no-informado,2022-01-01T00:00Z,1290000,0,1290000,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-EMPRESAS-PRIVADAS,DE-EMPRESAS-PRIVADAS,PATROCINIOS,Patrocinios,VR-CENTROS-Y-DEP.,HOSP-Y-UDES-ASISTE,HOSP-CLIN-VETERINA,no-informado,no-informado,2022-01-01T00:00Z,44972,0,44972,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS,OTROS-PRECIOS-PUBLICOS,SERVICIOS-CONSULTAS-DE-CLINICAS,Servicios-Consultas-de-Clinicas,VR-CENTROS-Y-DEP.,HOSP-Y-UDES-ASISTE,CLIN-PSICOLOGIA,no-informado,no-informado,2022-01-01T00:00Z,160000,0,160000,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS,OTROS-PRECIOS-PUBLICOS,SERVICIOS-CONSULTAS-DE-CLINICAS,Servicios-Consultas-de-Clinicas,VR-CENTROS-Y-DEP.,HOSP-Y-UDES-ASISTE,CLIN-OPTOMETRIA,no-informado,no-informado,2022-01-01T00:00Z,123286.3,0,123286.3,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS,OTROS-PRECIOS-PUBLICOS,SERVICIOS-CONSULTAS-DE-CLINICAS,Servicios-Consultas-de-Clinicas,VR-CENTROS-Y-DEP.,HOSP-Y-UDES-ASISTE,U-CLINICA-LOGOPEDIA,no-informado,no-informado,2022-01-01T00:00Z,58000,0,58000,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS,OTROS-PRECIOS-PUBLICOS,SERVICIOS-CONSULTAS-DE-CLINICAS,Servicios-Consultas-de-Clinicas,VR-CENTROS-Y-DEP.,HOSP-Y-UDES-ASISTE,CLIN-ODONTOLOGIA,no-informado,no-informado,2022-01-01T00:00Z,2252393,0,2252393,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,REINTEGROS-DE-OPERACIONES-CORRIENTES,REINTEGROS-DE-EJERCICIOS-CERRADOS,REINTEGROS-DE-EJERCICIOS-CERRADOS,Reintegros-de-Ejercicios-Cerrados,VR-CENTROS-Y-DEP.,HOSP-Y-UDES-ASISTE,CLIN-ODONTOLOGIA,no-informado,no-informado,2022-01-01T00:00Z,0,0,0,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS,DERECHOS-DE-MATRICULA-EN-CURSOS-Y-SEMINARIOS,FORMACION-CONTINUA,Formacion-Continua,VR-CENTROS-Y-DEP.,OTROS-CENTROS,CEN-DONACION-CUERPO,no-informado,no-informado,2022-01-01T00:00Z,39000,0,39000,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,OTROS-INGRESOS-PROCEDENTES-DE-PRESTACION-SERVICIOS,OTROS-INGRESOS-POR-PRESTACION-DE-SERVICIOS,OTROS-INGRESOS-POR-PRESTACION-DE-SERVICIIOS,Otros-Ingresos-por-Prestacion-de-Serviciios,VR-CENTROS-Y-DEP.,OTROS-CENTROS,CEN-DONACION-CUERPO,no-informado,no-informado,2022-01-01T00:00Z,253005.25,0,253005.25,0,0
010,Universidad-Complutense-de-Madrid,2022,INGRESOS-PATRIMONIALES,RENTAS-DE-BIENES-INMUEBLES,ALQUILER-Y-PRODUCTOS-DE-INMUEBLES,ALQUILER-DE-AULAS-Y-SALONES-DE-ACTOS,Alquiler-de-Aulas-y-Salones-de-Actos,VR-CENTROS-Y-DEP.,OTROS-CENTROS,CEN-DONACION-CUERPO,no-informado,no-informado,2022-01-01T00:00Z,45155.45,0,45155.45,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-EMPRESAS-PRIVADAS,DE-EMPRESAS-PRIVADAS,PATROCINIOS,Patrocinios,VR-INVESTIGACION-Y-T,SV-INVESTIGACION,F-GEOGRAFIA-E-HISTO,no-informado,no-informado,2022-01-01T00:00Z,40000,0,40000,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,DE-FAMILIAS-E-INSTITUCIONES-SIN-FINES-DE-LUCRO,DE-FAMILIAS-E-INSTITUCIONES-SIN-FINES-DE-LUCRO,OTRAS-TRANSF-DE-FAMILIAS-E-IN-SIN-FINES-DE-LUCRO,Otras-Transf-de-Familias-e-In-sin-fines-de-lucro,VR-INVESTIGACION-Y-T,SV-INVESTIGACION,F-CC-INFORMACION,no-informado,no-informado,2022-01-01T00:00Z,0,0,0,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,OTROS-INGRESOS-PROCEDENTES-DE-PRESTACION-SERVICIOS,OTROS-INGRESOS-POR-PRESTACION-DE-SERVICIOS,OTROS-INGRESOS-POR-PRESTACION-DE-SERVICIIOS,Otros-Ingresos-por-Prestacion-de-Serviciios,VR-INVESTIGACION-Y-T,SV-INVESTIGACION,I.U-PLURIDISCIPLINA,no-informado,no-informado,2022-01-01T00:00Z,0,0,0,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,OTROS-INGRESOS-PROCEDENTES-DE-PRESTACION-SERVICIOS,INGRESOS-CAIS,INGRESOS-CAIS-CARGOS-INTERNOS,Ingresos-CAIs-Cargos-Internos,VR-INVESTIGACION-Y-T,ADM-CC-A-I.,ANIMALARIO,no-informado,no-informado,2022-01-01T00:00Z,0,0,0,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-DE-CAPITAL,DE-LA-ADMINISTRACION-DEL-ESTADO,DEL-MINIS-DE-ASUNT-ECONOMICOS-Y-TRANSFORM-DIGITAL,INVESTIGACION-M-ASUNTOS-ECONOMICOS-Y-TR-DIGITAL,Investigacion-M-Asuntos-Economicos-y-Tr-Digital,VR-INVESTIGACION-Y-T,no-descrito,no-descrito,no-informado,no-informado,2022-01-01T00:00Z,0,0,0,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS,OTROS-PRECIOS-PUBLICOS,SERVICIOS-CONSULTAS-DE-CLINICAS,Servicios-Consultas-de-Clinicas,VR-INVESTIGACION-Y-T,INSTITUTOS-UNIVERSIT,I.U-INV-OFTAL-R.C,no-informado,no-informado,2022-01-01T00:00Z,12500,0,12500,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS,DERECHOS-DE-MATRICULA-EN-CURSOS-Y-SEMINARIOS,CURSOS-INTERFACULTATIVOS,Cursos-Interfacultativos,VR-RR.INTERN.Y-COOP,OTROS-CENTROS,CURSOS-INTERFACULTAT,no-informado,no-informado,2022-01-01T00:00Z,300000,0,300000,0,0
010,Universidad-Complutense-de-Madrid,2022,TRANSFERENCIAS-CORRIENTES,DE-EMPRESAS-PRIVADAS,DE-EMPRESAS-PRIVADAS,OTRAS-TRANSFERENCIAS-DE-EMPRESAS-PRIVADAS,Otras-Transferencias-devEmpresas-Privadas,VR-EMPLEABILIDAD,OPE,OF-PRACTICAS-Y-EMPL,no-informado,no-informado,2022-01-01T00:00Z,18000,0,18000,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,PRECIOS-PUBLICOS,DERECHOS-DE-MATRICULA-EN-CURSOS-Y-SEMINARIOS,FORMACION-CONTINUA,Formacion-Continua,VR-EMPLEABILIDAD,FORMACION-PERMANENTE,F-ODONTOLOGIA,no-informado,no-informado,2022-01-01T00:00Z,1154556,0,1154556,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,REINTEGROS-DE-OPERACIONES-CORRIENTES,REINTEGROS-DE-EJERCICIOS-CERRADOS,REINTEGROS-DE-EJERCICIOS-CERRADOS,Reintegros-de-Ejercicios-Cerrados,VR-ESTUDIANTES,UNID-BECAS-F.P.,F-FILOSOFIA,no-informado,no-informado,2022-01-01T00:00Z,0,0,0,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,REINTEGROS-DE-OPERACIONES-CORRIENTES,REINTEGROS-DE-EJERCICIOS-CERRADOS,REINTEGROS-DE-EJERCICIOS-CERRADOS,Reintegros-de-Ejercicios-Cerrados,VR-ESTUDIANTES,UNID-BECAS-F.P.,F-GEOGRAFIA-E-HISTO,no-informado,no-informado,2022-01-01T00:00Z,0,0,0,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,REINTEGROS-DE-OPERACIONES-CORRIENTES,REINTEGROS-DE-EJERCICIOS-CERRADOS,REINTEGROS-DE-EJERCICIOS-CERRADOS,Reintegros-de-Ejercicios-Cerrados,VR-ESTUDIANTES,UNID-BECAS-F.P.,F-CC-INFORMACION,no-informado,no-informado,2022-01-01T00:00Z,0,0,0,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,REINTEGROS-DE-OPERACIONES-CORRIENTES,REINTEGROS-DE-EJERCICIOS-CERRADOS,REINTEGROS-DE-EJERCICIOS-CERRADOS,Reintegros-de-Ejercicios-Cerrados,VR-ESTUDIANTES,UNID-BECAS-F.P.,F-OPTICA,no-informado,no-informado,2022-01-01T00:00Z,0,0,0,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,REINTEGROS-DE-OPERACIONES-CORRIENTES,REINTEGROS-DE-EJERCICIOS-CERRADOS,REINTEGROS-DE-EJERCICIOS-CERRADOS,Reintegros-de-Ejercicios-Cerrados,VR-ESTUDIANTES,UNID-BECAS-F.P.,F-TRABAJO-SOCIAL,no-informado,no-informado,2022-01-01T00:00Z,0,0,0,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,REINTEGROS-DE-OPERACIONES-CORRIENTES,REINTEGROS-DE-EJERCICIOS-CERRADOS,REINTEGROS-DE-EJERCICIOS-CERRADOS,Reintegros-de-Ejercicios-Cerrados,VR-ESTUDIANTES,UNID-BECAS-F.P.,HOSP.VETERINARIO,no-informado,no-informado,2022-01-01T00:00Z,0,0,0,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,REINTEGROS-DE-OPERACIONES-CORRIENTES,REINTEGROS-DE-EJERCICIOS-CERRADOS,REINTEGROS-DE-EJERCICIOS-CERRADOS,Reintegros-de-Ejercicios-Cerrados,VR-ESTUDIANTES,UNID-BECAS-F.P.,VR-ESTUDIANTES,no-informado,no-informado,2022-01-01T00:00Z,0,0,0,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,REINTEGROS-DE-OPERACIONES-CORRIENTES,REINTEGROS-DE-EJERCICIOS-CERRADOS,REINTEGROS-DE-EJERCICIOS-CERRADOS,Reintegros-de-Ejercicios-Cerrados,VR-ESTUDIANTES,UNID-BECAS-F.P.,BIBLIOTECA-GENERAL,no-informado,no-informado,2022-01-01T00:00Z,0,0,0,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,OTROS-INGRESOS-PROCEDENTES-DE-PRESTACION-SERVICIOS,COLEGIOS-MAYORES,ALOJAMIENTO-COLEGIALES,Alojamiento-Colegiales,VR-ESTUDIANTES,ADMON-CC-MAYORES,ADM-CC-MAYORES,no-informado,no-informado,2022-01-01T00:00Z,5596465.9,0,5596465.9,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,OTROS-INGRESOS-PROCEDENTES-DE-PRESTACION-SERVICIOS,COLEGIOS-MAYORES,ALOJAMIENTO-VERANO,Alojamiento-Verano,VR-ESTUDIANTES,ADMON-CC-MAYORES,ADM-CC-MAYORES,no-informado,no-informado,2022-01-01T00:00Z,414230.12,0,414230.12,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,OTROS-INGRESOS-PROCEDENTES-DE-PRESTACION-SERVICIOS,COLEGIOS-MAYORES,OTROS-RESIDENTES,Otros-Residentes,VR-ESTUDIANTES,ADMON-CC-MAYORES,ADM-CC-MAYORES,no-informado,no-informado,2022-01-01T00:00Z,28000,0,28000,0,0
010,Universidad-Complutense-de-Madrid,2022,TASAS-PRECIOS-PUBLICOS-Y-OTROS-INGRESOS,REINTEGROS-DE-OPERACIONES-CORRIENTES,REINTEGROS-DE-EJERCICIOS-CERRADOS,REINTEGROS-DE-EJERCICIOS-CERRADOS,Reintegros-de-Ejercicios-Cerrados,VR-ESTUDIANTES,ADMON-CC-MAYORES,ADM-CC-MAYORES,no-informado,no-informado,2022-01-01T00:00Z,0,0,0,0,0
